0;0.1
0.1;0.0995512
0.2;0.0982097
0.3;0.0959904
0.4;0.0929179
0.5;0.0890257
0.6;0.0843557
0.7;0.0789574
0.8;0.0728867
0.9;0.0662052
1;0.0589786
1.1;0.0512759
1.2;0.043168
1.3;0.0347267
1.4;0.0260237
1.5;0.0171295
1.6;0.00811278
1.7;-0.000960511
1.8;-0.0100276
1.9;-0.0190294
2;-0.0279107
2.1;-0.0366202
2.2;-0.0451106
2.3;-0.0533388
2.4;-0.0612652
2.5;-0.0688535
2.6;-0.0760706
2.7;-0.0828862
2.8;-0.0892722
2.9;-0.0952021
3;-0.100651
3.1;-0.105596
3.2;-0.110014
3.3;-0.113883
3.4;-0.11718
3.5;-0.119885
3.6;-0.121977
3.7;-0.123436
3.8;-0.124242
3.9;-0.124376
4;-0.123822
4.1;-0.122566
4.2;-0.120594
4.3;-0.117899
4.4;-0.114475
4.5;-0.110322
4.6;-0.105445
4.7;-0.0998557
4.8;-0.0935715
4.9;-0.0866177
5;-0.0790266
5.1;-0.0708389
5.2;-0.0621028
5.3;-0.0528747
5.4;-0.0432188
5.5;-0.0332061
5.6;-0.0229144
5.7;-0.0124271
5.8;-0.00183247
5.9;0.00877809
6;0.0193109
6.1;0.0296715
6.2;0.0397662
6.3;0.0495038
6.4;0.0587964
6.5;0.0675615
6.6;0.0757228
6.7;0.0832115
6.8;0.0899671
6.9;0.0959384
7;0.101084
7.1;0.105371
7.2;0.10878
7.3;0.111296
7.4;0.11292
7.5;0.113656
7.6;0.113521
7.7;0.112536
7.8;0.110732
7.9;0.108142
8;0.104807
8.1;0.10077
8.2;0.0960782
8.3;0.0907801
8.4;0.0849258
8.5;0.0785657
8.6;0.0717507
8.7;0.0645312
8.8;0.0569567
8.9;0.049076
9;0.0409368
9.1;0.0325855
9.2;0.0240679
9.3;0.0154286
9.4;0.00671202
9.5;-0.00203818
9.6;-0.0107781
9.7;-0.0194639
9.8;-0.0280507
9.9;-0.0364934
10;-0.0447454
10.1;-0.0527593
10.2;-0.0604862
10.3;-0.0678763
10.4;-0.0748785
10.5;-0.0814409
10.6;-0.0875112
10.7;-0.0930371
10.8;-0.0979669
10.9;-0.10225
11;-0.105839
11.1;-0.108687
11.2;-0.110754
11.3;-0.112003
11.4;-0.112403
11.5;-0.11193
11.6;-0.110569
11.7;-0.10831
11.8;-0.105155
11.9;-0.101115
12;-0.0962103
12.1;-0.0904722
12.2;-0.083941
12.3;-0.0766671
12.4;-0.06871
12.5;-0.0601375
12.6;-0.0510249
12.7;-0.0414537
12.8;-0.0315107
12.9;-0.0212859
13;-0.010872
13.1;-0.000362262
13.2;0.0101508
13.3;0.0205768
13.4;0.0308286
13.5;0.0408236
13.6;0.0504849
13.7;0.059742
13.8;0.0685311
13.9;0.0767962
14;0.0844889
14.1;0.0915684
14.2;0.0980017
14.3;0.103763
14.4;0.108833
14.5;0.1132
14.6;0.116857
14.7;0.119802
14.8;0.122038
14.9;0.123573
15;0.124415
15.1;0.124577
15.2;0.124073
15.3;0.12292
15.4;0.121133
15.5;0.118731
15.6;0.115731
15.7;0.112153
15.8;0.108016
15.9;0.103338
16;0.098141
16.1;0.0924458
16.2;0.0862752
16.3;0.0796535
16.4;0.072607
16.5;0.0651647
16.6;0.0573584
16.7;0.049223
16.8;0.0407974
16.9;0.0321241
17;0.0232502
17.1;0.0142267
17.2;0.005109
17.3;-0.00404333
17.4;-0.0131669
17.5;-0.0221949
17.6;-0.0310576
17.7;-0.0396832
17.8;-0.0479987
17.9;-0.0559305
18;-0.0634061
18.1;-0.0703548
18.2;-0.0767088
18.3;-0.0824048
18.4;-0.0873848
18.5;-0.0915973
18.6;-0.0949983
18.7;-0.0975523
18.8;-0.0992326
18.9;-0.100022
19;-0.0999146
19.1;-0.0989121
19.2;-0.0970279
19.3;-0.0942843
19.4;-0.0907128
19.5;-0.0863535
19.6;-0.0812537
19.7;-0.0754676
19.8;-0.0690545
19.9;-0.0620785
20;-0.0546067
20.1;-0.0467084
20.2;-0.0384538
20.3;-0.0299133
20.4;-0.021156
20.5;-0.0122496
20.6;-0.00325915
20.7;0.00575323
20.8;0.0147288
20.9;0.0236125
21;0.0323531
21.1;0.040903
21.2;0.0492183
21.3;0.0572587
21.4;0.0649869
21.5;0.0723685
21.6;0.0793717
21.7;0.0859667
21.8;0.0921252
21.9;0.0978205
22;0.103027
22.1;0.107719
22.2;0.111872
22.3;0.115462
22.4;0.118465
22.5;0.120858
22.6;0.122618
22.7;0.123722
22.8;0.12415
22.9;0.123882
23;0.122902
23.1;0.121194
23.2;0.118748
23.3;0.115557
23.4;0.111619
23.5;0.106937
23.6;0.101523
23.7;0.0953918
23.8;0.0885685
23.9;0.0810849
24;0.0729813
24.1;0.0643061
24.2;0.0551159
24.3;0.0454751
24.4;0.0354554
24.5;0.0251354
24.6;0.0145993
24.7;0.0039362
24.8;-0.00676145
24.9;-0.0173989
25;-0.0278808
25.1;-0.0381125
25.2;-0.0480016
25.3;-0.0574595
25.4;-0.0664027
25.5;-0.0747541
25.6;-0.0824439
25.7;-0.089411
25.8;-0.0956033
25.9;-0.100978
26;-0.105503
26.1;-0.109156
26.2;-0.111923
26.3;-0.113801
26.4;-0.114795
26.5;-0.11492
26.6;-0.114197
26.7;-0.112653
26.8;-0.110321
26.9;-0.107241
27;-0.103453
27.1;-0.0990027
27.2;-0.0939371
27.3;-0.0883043
27.4;-0.0821532
27.5;-0.075533
27.6;-0.0684924
27.7;-0.0610795
27.8;-0.0533418
27.9;-0.0453257
28;-0.0370766
28.1;-0.0286394
28.2;-0.0200581
28.3;-0.0113764
28.4;-0.00263788
28.5;0.00611388
28.6;0.0148347
28.7;0.0234797
28.8;0.032003
28.9;0.0403576
29;0.0484951
29.1;0.0563656
29.2;0.0639181
29.3;0.0711002
29.4;0.0778586
29.5;0.0841396
29.6;0.0898891
29.7;0.095054
29.8;0.0995821
29.9;0.103424
